Datetime,Close,High,Low,Open,Volume
2024-12-02 00:00:00+00:00,4.296390056610107,4.3007001876831055,4.293759822845459,4.297399997711182,0
2024-12-02 01:00:00+00:00,4.296619892120361,4.302700042724609,4.29587984085083,4.29587984085083,0
2024-12-02 02:00:00+00:00,4.299280166625977,4.299900054931641,4.296730041503906,4.296760082244873,0
2024-12-02 03:00:00+00:00,4.297239780426025,4.299799919128418,4.29679012298584,4.299220085144043,0
2024-12-02 04:00:00+00:00,4.298699855804443,4.299779891967773,4.296939849853516,4.297229766845703,0
2024-12-02 05:00:00+00:00,4.299729824066162,4.300670146942139,4.297790050506592,4.2983598709106445,0
2024-12-02 06:00:00+00:00,4.298379898071289,4.300429821014404,4.2977399826049805,4.298739910125732,0
2024-12-02 07:00:00+00:00,4.298009872436523,4.299799919128418,4.293700218200684,4.299429893493652,0
2024-12-02 08:00:00+00:00,4.289000034332275,4.2973198890686035,4.287700176239014,4.2967000007629395,0
2024-12-02 09:00:00+00:00,4.2912797927856445,4.294479846954346,4.285200119018555,4.28879976272583,0
2024-12-02 10:00:00+00:00,4.28957986831665,4.295919895172119,4.287700176239014,4.290939807891846,0
2024-12-02 11:00:00+00:00,4.288680076599121,4.28957986831665,4.285200119018555,4.28957986831665,0
2024-12-02 12:00:00+00:00,4.289790153503418,4.2909698486328125,4.2866997718811035,4.288730144500732,0
2024-12-02 13:00:00+00:00,4.292180061340332,4.29325008392334,4.287700176239014,4.289549827575684,0
2024-12-02 14:00:00+00:00,4.286960124969482,4.29295015335083,4.285699844360352,4.291240215301514,0
2024-12-02 15:00:00+00:00,4.28810977935791,4.289050102233887,4.284200191497803,4.287199974060059,0
2024-12-02 16:00:00+00:00,4.285470008850098,4.288139820098877,4.283100128173828,4.288099765777588,0
2024-12-02 17:00:00+00:00,4.28249979019165,4.285600185394287,4.280700206756592,4.285550117492676,0
2024-12-02 18:00:00+00:00,4.281099796295166,4.28249979019165,4.279699802398682,4.28249979019165,0
2024-12-02 19:00:00+00:00,4.281199932098389,4.281370162963867,4.27869987487793,4.280570030212402,0
2024-12-02 20:00:00+00:00,4.282780170440674,4.2850799560546875,4.280200004577637,4.281199932098389,0
2024-12-02 21:00:00+00:00,4.280300140380859,4.283959865570068,4.280300140380859,4.282810211181641,0
2024-12-02 22:00:00+00:00,4.28380012512207,4.28439998626709,4.282700061798096,4.282899856567383,0
2024-12-02 23:00:00+00:00,4.282380104064941,4.2845001220703125,4.280240058898926,4.2845001220703125,0
2024-12-03 00:00:00+00:00,4.282800197601318,4.284299850463867,4.280250072479248,4.282400131225586,0
2024-12-03 01:00:00+00:00,4.282249927520752,4.283699989318848,4.280799865722656,4.282800197601318,0
2024-12-03 02:00:00+00:00,4.282070159912109,4.283699989318848,4.280630111694336,4.282189846038818,0
2024-12-03 03:00:00+00:00,4.282800197601318,4.284200191497803,4.280799865722656,4.282430171966553,0
2024-12-03 04:00:00+00:00,4.284520149230957,4.285699844360352,4.281700134277344,4.282800197601318,0
2024-12-03 05:00:00+00:00,4.285379886627197,4.285999774932861,4.282700061798096,4.284759998321533,0
2024-12-03 06:00:00+00:00,4.285689830780029,4.285689830780029,4.2836198806762695,4.285399913787842,0
2024-12-03 07:00:00+00:00,4.287079811096191,4.287449836730957,4.283199787139893,4.286109924316406,0
2024-12-03 08:00:00+00:00,4.288050174713135,4.288710117340088,4.283699989318848,4.287209987640381,0
2024-12-03 09:00:00+00:00,4.291560173034668,4.294069766998291,4.287199974060059,4.288899898529053,0
2024-12-03 10:00:00+00:00,4.292200088500977,4.292510032653809,4.287700176239014,4.2891998291015625,0
2024-12-03 11:00:00+00:00,4.294410228729248,4.296780109405518,4.289700031280518,4.29203987121582,0
2024-12-03 12:00:00+00:00,4.296090126037598,4.296249866485596,4.2916998863220215,4.2941999435424805,0
2024-12-03 13:00:00+00:00,4.297220230102539,4.298369884490967,4.293700218200684,4.296199798583984,0
2024-12-03 14:00:00+00:00,4.296080112457275,4.298699855804443,4.2941999435424805,4.29709005355835,0
2024-12-03 15:00:00+00:00,4.291860103607178,4.296259880065918,4.2891998291015625,4.296000003814697,0
2024-12-03 16:00:00+00:00,4.290629863739014,4.292570114135742,4.288899898529053,4.291840076446533,0
2024-12-03 17:00:00+00:00,4.291319847106934,4.29256010055542,4.289700031280518,4.290470123291016,0
2024-12-03 18:00:00+00:00,4.291769981384277,4.293529987335205,4.2891998291015625,4.291259765625,0
2024-12-03 19:00:00+00:00,4.291520118713379,4.292900085449219,4.289700031280518,4.291500091552734,0
2024-12-03 20:00:00+00:00,4.2906999588012695,4.292099952697754,4.2906599044799805,4.291629791259766,0
2024-12-03 21:00:00+00:00,4.290279865264893,4.291999816894531,4.289700031280518,4.291269779205322,0
2024-12-03 22:00:00+00:00,4.289700031280518,4.298500061035156,4.289700031280518,4.292600154876709,0
2024-12-03 23:00:00+00:00,4.291490077972412,4.292600154876709,4.289700031280518,4.289700031280518,0
2024-12-04 00:00:00+00:00,4.29164981842041,4.293099880218506,4.289370059967041,4.2906599044799805,0
2024-12-04 01:00:00+00:00,4.291500091552734,4.295529842376709,4.290609836578369,4.293690204620361,0
2024-12-04 02:00:00+00:00,4.291639804840088,4.292699813842773,4.290909767150879,4.291039943695068,0
2024-12-04 03:00:00+00:00,4.29217004776001,4.292900085449219,4.291329860687256,4.291329860687256,0
2024-12-04 04:00:00+00:00,4.291590213775635,4.2932000160217285,4.28980016708374,4.292490005493164,0
2024-12-04 05:00:00+00:00,4.290740013122559,4.292019844055176,4.290180206298828,4.291399955749512,0
2024-12-04 06:00:00+00:00,4.29049015045166,4.291800022125244,4.289239883422852,4.290259838104248,0
2024-12-04 07:00:00+00:00,4.290589809417725,4.29580020904541,4.289700031280518,4.290349960327148,0
2024-12-04 08:00:00+00:00,4.289340019226074,4.299200057983398,4.288700103759766,4.29040002822876,0
